,adviser,amdahl,apollo,basf,bti,burroughs,c.r.d,cambex,cdc,dec,dg,formation,four-phase,gould,harris,honeywell,hp,ibm,ipl,magnuson,microdata,nas,ncr,nixdorf,perkin-elmer,prime,siemens,sperry,sratus,wang,2,MMIN,4,5,6,CHMAX,8
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.532843466113262,0.6233892492197631,0.6933949882146647,0.30678599553894814,0.0,0.2927700218845599,0.5513311709485738
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5267276332752945,0.6233892492197631,0.6933949882146647,0.30678599553894814,0.0,0.2927700218845599,0.5206963425791125
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5765363833890188,0.4978523322930176,0.32328999934280545,0.10846522890932808,0.31699250014423125,0.2927700218845599,0.3010299956639812
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0860852398461397,0.6233892492197631,0.5942256553317204,0.21693045781865616,0.0,0.23904572186687872,0.45602241482243494
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0860852398461397,0.6233892492197631,0.5942256553317204,0.30678599553894814,0.31699250014423125,0.2672612419124244,0.5206963425791125
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7489261661465089,0.6933949882146647,0.21693045781865616,0.5169925001442311,0.4140393356054125,0.6109243748081781
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7489261661465089,0.6933949882146647,0.4338609156373123,0.5169925001442311,0.4140393356054125,0.672850195291721
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.45004513963853,0.13823750490687575,0.0,0.0,0.0,0.15051499783199057
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.45004513963853,0.2148887578532096,0.0,0.0,0.0,0.23856062735983113
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8596857876820102,0.45004513963853,0.2148887578532096,0.0,0.0,0.0,0.26143937264016875
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.32328999934280545,0.0,0.31699250014423125,0.2927700218845599,0.3266062568876718
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.4765925052354731,0.21693045781865616,0.31699250014423125,0.2927700218845599,0.4375306316958499
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.4765925052354731,0.21693045781865616,0.0,0.2927700218845599,0.48501838831127836
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.6933949882146647,0.3757345746510896,0.0,0.2927700218845599,0.5334733948153065
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.6933949882146647,0.3757345746510896,0.0,0.2927700218845599,0.5624693683041497
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.8744630830732544,0.6933949882146647,0.531368931324057,0.0,0.37796447300922725,0.677693828993287
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3955254589804881,0.4978523322930176,0.4765925052354731,0.0,0.19999999999999998,0.2927700218845599,0.21298436613614052
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3955254589804881,0.4978523322930176,0.4765925052354731,0.3757345746510896,0.19999999999999998,0.2927700218845599,0.3184110487935871
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3955254589804881,0.4978523322930176,0.4765925052354731,0.3757345746510896,0.31699250014423125,0.2927700218845599,0.36349936396813115
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.6933949882146647,0.2656844656620285,0.31699250014423125,0.47809144373375745,0.4375306316958499
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.6933949882146647,0.3757345746510896,0.5169925001442311,0.47809144373375745,0.47712125471966244
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.6933949882146647,0.3757345746510896,0.5169925001442311,0.47809144373375745,0.5173810531296059
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.48603092118475344,0.37661075078023687,0.32328999934280545,0.0,0.5999999999999999,1.0,0.3494850021680093
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.42672227207310864,0.6233892492197631,0.4765925052354731,0.30678599553894814,0.0,0.20701966780270625,0.4604093769761875
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.42672227207310864,0.6233892492197631,0.32328999934280545,0.10846522890932808,0.0,0.2672612419124244,0.41195437047215927
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3769135219593843,0.6233892492197631,0.4765925052354731,0.4338609156373123,0.0,0.2927700218845599,0.507120219557305
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3769135219593843,0.6233892492197631,0.4765925052354731,0.4338609156373123,0.0,0.2927700218845599,0.49999999999999983
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3769135219593843,0.6233892492197631,0.4765925052354731,0.15339299776947407,0.0,0.2927700218845599,0.4604093769761875
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.33131081161757925,0.7489261661465089,0.6933949882146647,0.30678599553894814,0.0,0.2927700218845599,0.5206963425791125
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.28150206150385493,0.7489261661465089,0.6933949882146647,0.4338609156373123,0.0,0.2927700218845599,0.5781736004299618
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.28150206150385493,0.6233892492197631,0.6933949882146647,0.6135719910778963,0.4643856189774724,0.33806170189140666,0.5455402346736662
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.28150206150385493,0.7489261661465089,0.6933949882146647,0.6135719910778963,0.4643856189774724,0.33806170189140666,0.5951658490851457
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.24080534941331388,0.7489261661465089,0.6933949882146647,0.6135719910778963,0.4643856189774724,0.37796447300922725,0.6335858642015069
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3221987735943961,0.7489261661465089,0.6933949882146647,0.6135719910778963,0.5999999999999999,0.47809144373375745,0.688592393540709
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3221987735943961,0.6233892492197631,0.4765925052354731,0.30678599553894814,0.5169925001442311,0.33806170189140666,0.6215190243431472
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.19099659929958956,0.8744630830732544,0.6933949882146647,0.4338609156373123,0.5999999999999999,0.47809144373375745,0.7761312614827736
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.19099659929958956,0.8744630830732544,1.0,0.6135719910778963,0.5999999999999999,0.5855400437691198,0.8321642593404024
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1611905317327652,0.8744630830732544,1.0,0.6135719910778963,0.5999999999999999,0.5855400437691198,0.8950252368416756
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17954722123057376,1.0,1.0,0.8677218312746247,0.7999999999999999,0.6761234037828133,0.9647094628571462
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23169331139013072,0.7489261661465089,0.8597533844654478,0.4338609156373123,0.5999999999999999,0.5855400437691198,0.7761312614827736
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17954722123057376,0.8744630830732544,1.0,0.6135719910778963,0.5999999999999999,0.5855400437691198,0.8675331748421475
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12678195193668085,1.0,1.0,1.0,0.7999999999999999,0.5855400437691198,0.9647094628571462
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.42082200075338905,0.4978523322930176,0.13823750490687575,0.0,0.0,0.23904572186687872,0.0624693683041499
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.35660735339048044,0.4978523322930176,0.2148887578532096,0.0,0.0,0.2927700218845599,0.15051499783199057
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2661018911862151,0.4978523322930176,0.32328999934280545,0.0,0.0,0.2927700218845599,0.22614883549731518
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2661018911862151,0.6233892492197631,0.406469197468197,0.0,0.0,0.33806170189140666,0.2720340221751378
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2661018911862151,0.6233892492197631,0.4765925052354731,0.0,0.0,0.33806170189140666,0.3010299956639812
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2661018911862151,0.7489261661465089,0.4765925052354731,0.0,0.0,0.33806170189140666,0.3766638333293057
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2661018911862151,0.7489261661465089,0.5942256553317204,0.0,0.0,0.33806170189140666,0.4225490200071284
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2661018911862151,0.7489261661465089,0.6933949882146647,0.0,0.0,0.33806170189140666,0.4423032906489652
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17954722123057376,0.7489261661465089,0.4765925052354731,0.4338609156373123,0.7999999999999999,0.6761234037828133,0.46470946285714626
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17954722123057376,0.7489261661465089,0.4765925052354731,0.4338609156373123,0.7999999999999999,0.6761234037828133,0.6431533694216374
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17954722123057376,0.8744630830732544,0.6933949882146647,0.6135719910778963,0.39999999999999997,0.33806170189140666,0.6109243748081781
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17954722123057376,0.8744630830732544,0.8597533844654478,0.9701425001453319,0.39999999999999997,0.33806170189140666,0.6839883926472969
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17954722123057376,0.7489261661465089,0.6933949882146647,0.8677218312746247,0.7999999999999999,0.6761234037828133,0.7740923052725539
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.550245568547662,0.4978523322930176,0.2148887578532096,0.0,0.0,0.16903085094570333,0.3098943791441969
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.550245568547662,0.4978523322930176,0.32328999934280545,0.0,0.0,0.23904572186687872,0.3494850021680093
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.550245568547662,0.6233892492197631,0.4765925052354731,0.6135719910778963,0.0,0.2672612419124244,0.41731630316804585
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6000543186613864,0.37661075078023687,0.32328999934280545,0.0,0.0,0.31622776601683794,0.3098943791441969
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6000543186613864,0.37661075078023687,0.32328999934280545,0.0,0.39999999999999997,0.31622776601683794,0.4604093769761875
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6000543186613864,0.4978523322930176,0.6933949882146647,0.07669649888473704,0.0,0.33806170189140666,0.4604093769761875
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5004368184339377,0.37661075078023687,0.32328999934280545,0.10846522890932808,0.0,0.2672612419124244,0.3494850021680093
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5004368184339377,0.37661075078023687,0.2148887578532096,0.10846522890932808,0.31699250014423125,0.33806170189140666,0.36349936396813115
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5004368184339377,0.4978523322930176,0.32328999934280545,0.21693045781865616,0.0,0.4472135954999579,0.4008161731165832
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5004368184339377,0.4978523322930176,0.4765925052354731,0.30678599553894814,0.0,0.4472135954999579,0.49999999999999983
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5004368184339377,0.6233892492197631,0.4765925052354731,0.4338609156373123,0.0,0.4309458036856673,0.62963762377849
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5909422806382031,0.37661075078023687,0.13823750490687575,0.21693045781865616,0.0,0.20701966780270625,0.0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5909422806382031,0.37661075078023687,0.2148887578532096,0.21693045781865616,0.0,0.2672612419124244,0.1316207173872907
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.40641610350420476,0.6233892492197631,0.32328999934280545,0.21693045781865616,0.31699250014423125,0.33806170189140666,0.2821357152192813
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.40641610350420476,0.6233892492197631,0.406469197468197,0.30678599553894814,0.5169925001442311,0.47809144373375745,0.3701813447471219
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.40641610350420476,0.6233892492197631,0.4765925052354731,0.30678599553894814,0.39999999999999997,0.4472135954999579,0.4926383715896467
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.24955995912185558,0.7489261661465089,0.6933949882146647,0.4338609156373123,0.39999999999999997,0.4140393356054125,0.6678960509615965
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3159106412999394,0.7489261661465089,0.5942256553317204,0.21693045781865616,0.5169925001442311,0.33806170189140666,0.5484550065040281
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.277750478491834,0.7489261661465089,0.5942256553317204,0.4338609156373123,0.5169925001442311,0.4140393356054125,0.637463596549888
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.277750478491834,0.8744630830732544,0.6933949882146647,0.6135719910778963,0.7169925001442312,0.5855400437691198,0.7480032994400181
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0948398495546815,0.8744630830732544,0.8597533844654478,0.4338609156373123,0.5999999999999999,0.47809144373375745,0.7299474263725758
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0948398495546815,0.8744630830732544,1.0,0.6135719910778963,0.7169925001442312,0.47809144373375745,0.8081502152212863
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0948398495546815,0.8744630830732544,1.0,0.8677218312746247,0.9169925001442312,0.6761234037828133,0.9146518864155122
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4286548723257303,0.6233892492197631,0.4765925052354731,0.4338609156373123,0.4643856189774724,0.6324555320336759,0.5334733948153065
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24080534941331388,0.6233892492197631,1.0,0.3757345746510896,0.5169925001442311,0.609449400220044,0.6393768004764144
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24080534941331388,0.6233892492197631,1.0,0.531368931324057,0.9400879436282183,0.8618916073713346,0.7699560422895588
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24080534941331388,0.6233892492197631,1.0,0.8116794499134278,0.9999999999999999,1.0,0.8544935625467713
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24080534941331388,0.7489261661465089,1.0,0.8116794499134278,0.9999999999999999,1.0,0.9103196281897357
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.12678195193668085,0.8744630830732544,1.0,0.7514691493021792,0.7169925001442312,1.0,0.9999999999999998
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.12678195193668085,0.8744630830732544,1.0,0.8677218312746247,0.7169925001442312,1.0,0.9999999999999998
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5267276332752945,0.25526965442094063,0.32328999934280545,0.0,0.0,0.20701966780270625,0.15051499783199057
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5267276332752945,0.37661075078023687,0.32328999934280545,0.0,0.0,0.20701966780270625,0.1839883926472971
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5267276332752945,0.25526965442094063,0.32328999934280545,0.0,0.0,0.20701966780270625,0.23856062735983113
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5267276332752945,0.37661075078023687,0.32328999934280545,0.0,0.0,0.20701966780270625,0.2720340221751378
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.44354131644468986,0.4978523322930176,0.4765925052354731,0.0,0.0,0.33806170189140666,0.4225490200071284
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3910159331865649,0.4978523322930176,0.4765925052354731,0.4338609156373123,0.19999999999999998,0.33806170189140666,0.4423032906489652
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4453342090942124,0.6233892492197631,0.4765925052354731,0.0,0.19999999999999998,0.4472135954999579,0.46892604662557774
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7456623902053773,0.37661075078023687,0.4765925052354731,0.4338609156373123,0.0,0.0,0.5239617761585913
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7456623902053773,0.4978523322930176,0.32328999934280545,0.0,0.0,0.0,0.4375306316958499
